quiz_no,quiz_title,q_no,q_type,stem,options,answer,analysis,is_open,source_file
034,熏习：佛教教理体系,13,多选题,13．【多选题】依据课程内容，小乘佛教与大乘佛教在发心与教理上有什么区别？,A. 小乘只发出离心，只是为自己的解脱，而没有菩提心。 || B. 大乘没有出离心，但有菩提心，是为一切众生的解脱而修行。 || C. 小乘佛教只重在解构人我执，讲人我是空，认为法我不空。 || D. 大乘佛教不仅要解构人我执，同时也要解构法我执，人法皆空。,AD,小乘佛教与大乘佛教的区别，有两个基本的区别：第一，发心的区别，小乘只发出离心，只是为自己的解脱，而没有菩提心；大乘不仅有出离心，同时有菩提心，是为一切众生的解脱而修行。第二个区别是教理上的区别，小乘佛教只重在解构人我执，讲人我是空，悬置了法我空不空的问题；大乘佛教不仅要解构人我执，同时也要解构法我执，人法皆空。,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,14,多选题,14．【多选题】关于佛陀的三套教法，以下选项中说法正确的有哪些？,A. 初时教法用十二缘起也叫十二因缘的模式来解构。 || B. 二时教法用二谛的模式来解构，叫作缘生缘起。 || C. 三时教法用八识模式来解构，叫作藏识缘起。 || D. 学习时无需判教，把三套教法混起来学习，效果更好。,ABC,佛陀的三套教法在解构模式上完全不一样：初时教法用十二缘起也叫十二因缘的模式来解构；二时教法，佛陀用二谛的模式来解构，叫作缘生缘起；而三时教法，佛陀用八识模式来解构，叫作藏识缘起。如果不了解判教，把这三套教法混起来学习，只能造成思想的混乱。,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,15,多选题,15．【多选题】依据课程内容，以下选项中对二谛理解正确的有哪些？,A. 世俗谛是佛陀为了度化我们，迫不得已地向我们这些世俗的凡夫做了妥协而建立的道理。 || B. 胜义谛是佛陀基于一个世俗谛要引申出作为智者更殊胜的理解。 || C. 二谛就是佛陀证悟的真正的真实。 || D. 二谛是个模式，是一个递进的模式。,ABD,《金刚经》是佛陀二时教法的经典，佛陀用了二谛的模式来解构我们凡夫自以为的真实世界。世俗谛，是佛陀为了度化我们这些凡夫，他老人家迫不得已地向我们这些世俗的凡夫做了妥协而建立的道理；而胜义谛是佛陀基于一个世俗谛要引申出作为智者更殊胜的理解。所以二谛是个模式，是一个递进的模式。,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,16,多选题,16.【多选题】依据课程内容，学习佛法时对佛陀的教法不进行判教可以吗？,A. 不可以，因为众生根性有差别，佛陀说法就一定得有差别，不了解佛陀说法的差别，就会造成思想混乱。 || B. 不可以，不明了判教，就会出现教派之间的思想纷争。 || C. 不需要判教，判教会造成教派之间出现思想纷争。 || D. 不判教不成，《解深密经》就把佛陀显教的教理进行了“三时判教”，也叫“三转法轮”。,ABD,不判教不成。因为众生根性的差别，佛陀说法就一定得有差别。不了解佛陀说法的差别，就会造成思想混乱，就会出现教派之间的思想纷争。教派之间出现思想纷争，不是判教造成的，而恰恰是不明了判教而造成的。《解深密经》把佛陀显教的教理分成了三套名言系统，叫作“三时判教”，三时判教还有另外一个名字，叫作“三转法轮”。,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,17,多选题,17．【多选题】以下选项中对四重二谛中的第一重二谛，理解正确的有哪些？,A. 第一重二谛世俗谛实有，这是佛陀向我们凡夫做了最彻底的妥协，暂时姑且承认了我们凡夫境界上的存在是一种真实的存在。 || B. 第一重二谛胜义谛缘生，就是在佛陀的心中，这些存在不过是种种条件的临时聚合而生起的存在——缘生。 || C. 第一重二谛，佛陀是在解构独立存在性。 || D. 第一重二谛，佛陀说无常，没有常一不变性，而且无常讲得很彻底，是“刹那生灭”。,AB,第一重二谛，世俗谛实有，这是佛陀向我们凡夫做了最彻底的妥协；实有，是承认了我们凡夫境界上的存在是一种真实的存在，进而佛陀引申出一个胜义谛就是缘生。佛陀说我可以在世俗谛上承认你们凡夫境界上的存在是存在，但是在我智者的心中，这些存在不过是种种条件的临时聚合而生起的存在——缘生。……而这第一重二谛，佛陀就是在解构这个不变性。佛陀说无常，没有常一不变性，而且无常讲得很彻底，是“当生即灭，灭不待因。”,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,18,多选题,18.【多选题】下列选项中对第二重二谛的胜义谛性空，理解正确的有哪些？,A. 性空的“性”，是独立存在性。 || B. 性空的“性”梵文是“svabhāva”，“bhava”就是“存在”，“sva”就是与别人没有关联的、独立的。 || C. 性空的“空”就是没有，凡夫境界的一切法压根不存在，叫性空。 || D. 性空有时也译成“无自性”——没有独立存在性。,ABD,四重二谛的第二重二谛，缘生成为第二重二谛的世俗谛，胜义谛是性空。这里的“性”，是独立存在性，梵文是“svabhāva”，“bhava”就是“存在”，“sva”就是与别人没有关联的、独立的，“svabhāva”就是独立的存在。空就是没有，这个独立存在性没有，叫性空。有的时候这个词也译成“无自性”——没有独立存在性。,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,19,多选题,19．【多选题】下列选项中关于四重二谛中的前两重二谛，理解正确的有哪些？,A. 第一重二谛，佛陀就是在解构独立存在性。 || B. 第一重二谛，佛陀就是在解构常一不变性。 || C. 第二重二谛，佛陀告诉我们，凡夫境界上的存在，是没有常一不变性的。 || D. 第二重二谛，佛陀告诉我们，凡夫境界上的存在，是没有独立存在性的，也叫“无我”。,BD,第一重二谛佛陀在解构我们，当我们认定一个事物是存在的，其实我们就是默认了这个事物的常一不变性，而这第一重二谛，佛陀就是在解构这个不变性。当我们凡夫认定一个事物是存在的时候，这个事物在我们凡夫的心中表现为某种坚固性，而这个坚固性所表现的第二个特点就是独立存在性。佛陀这第二重二谛告诉我们，我们凡夫境界上的存在，是没有这个独立存在性的，也表达成“无我”。,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,20,多选题,20.【多选题】四重二谛第一组二谛的缘生性空，解构的是凡夫什么样的典型见解？,A. 是在解构、颠覆凡夫认为事物所谓存在的背后有常一不变性、独立存在性。 || B. 是在解构、颠覆凡夫认为事物永远都是无常、变化、生生灭灭的见解。 || C. 是在解构凡夫的如下见解：一生当中我们什么都会变，肉体会变，思想会变，但是这背后总得有一个没变的“我”。 || D. 是在解构凡夫认为轮回的背后总得有一个轮回的主体这种典型见解。,ACD,前两重二谛也就是第一组二谛，我们把它概括为“缘生性空”。佛陀想告诉我们，凡夫境界上一切的存在是没有常一不变的独立存在性的存在，这是在解构我们，在颠覆我们。因为我们凡夫最典型的见解就是认为事物所谓存在的背后有常一不变性、独立存在性。比如说对于“人我”，对于我们众生内在心灵的“我”，凡夫会认为，一生当中，我们什么都会变，没有问题，肉体会变，思想会变，但是这背后总得有一个没变的吧？如果再一相信生命的轮回，那么自然就会想，轮回的背后总得有一个轮回的主体吧？这是典型的凡夫见解，而佛陀就是要解构这个见解。,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,21,填空题,21.【填空题】四重二谛的前两重二谛，也就是第一组二谛，可以总结为“缘生性空”，这四个字如果拓展成两句话，请按顺序填写，就是：“（），（）；（），（）。”如果用一个词两个字概括，就是“（）”。,,只有相互依存，没有独立存在，只有相似相续，没有常一不变，无我,四重二谛的前两重二谛，也就是第一组二谛，可以总结为“缘生性空”，这四个字如果拓展成两句话就是：“只有相互依存，没有独立存在；只有相似相续，没有常一不变。”如果用一个词两个字概括，就是“无我”。,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,22,多选题,22.【多选题】依据课程内容，关于“无我了，谁在轮回、谁在修行、谁在相似相续？”对于这些问题，佛陀是如何回答的？,A. 佛陀安立了一个方便善巧，说无我，那凡夫的轮回只是相似相续。 || B. 佛陀安立相似相续，就是想告诉我们，轮回的背后没有永恒不变的、独立存在的一个轮回主体，如果有这样一个轮回主体，那它就不是相似相续。 || C. 佛法的修行，极其重要的目的之一，就是为了让我们去了知、去证悟没有常一不变的、独立存在的精神主体，无我。 || D. 佛陀就是要告诉我们，轮回的背后一定有一个常一不变的、独立存在的精神主体。,ABC,有人就会问个问题：无我了，那谁在生死、谁在轮回？佛法为了回答这个问题，就安立了一个方便善巧，说无我而凡夫的轮回只是相似相续；可是一说相似相续，他马上会问一个新的问题，谁在相似相续？相似相续背后总得有个主体吧？佛陀安立相似相续，就是想告诉我们，轮回的背后没有永恒不变的、独立存在的一个轮回主体，如果有这样一个轮回主体，那它就不是相似相续。还有人会说：无我了，谁在修行？这个问题貌似很尖锐，似乎修行就得一定有一个常一不变的、独立存在的精神主体去修行，这是最典型的凡夫见解，佛陀要破的就是这个见解。什么是佛法的修行？佛法修行的极其重要的目的之一，就是为了让我们了知、让我们去证悟没有常一不变的、独立存在的精神主体，无我。可是我们非要坚持有我，就造成了思想的冲突，不愿意接受佛陀的解构。,0,/Users/apple/study/buddhism/output/quizzes.csv
034,熏习：佛教教理体系,23,论述题,24.【论述题】请系统完整地阐述四重二谛的前两重二谛的内容。,,"第一重二谛，世俗谛实有，这是佛陀向我们凡夫做了最彻底的妥协；实有，是承认了我们凡夫境界上的存在是一种真实的存在，进而佛陀引申出一个胜义谛就是缘生。也就是在智者的心中，这些存在不过是种种条件的临时聚合而生起的存在——缘生。
这一重二谛，佛陀已然在解构我们凡夫认定凡夫境界上一个事物是存在的时候，这个存在表现出的不变性，也就是常一不变性。佛陀说无常，没有常一不变性，而且无常讲得很彻底，是“当生即灭，灭不待因”。
第二重二谛，缘生成为第二重二谛的世俗谛，胜义谛是性空。这里的“性”，是独立存在性；空就是没有，这个独立存在性没有，叫性空。有的时候这个词也译成“无自性”——没有独立存在性。
这一重二谛，佛陀在解构我们凡夫认定一个事物是存在的时候，这个事物在凡夫的心中表现出的独立存在性。这第二重二谛告诉我们，我们凡夫境界上的存在，是没有这个独立存在性的，也表达成“无我”。
前两重二谛也就是第一组二谛，可以概括为“缘生性空”。佛陀想告诉我们，凡夫境界上一切的存在是没有常一不变的独立存在性的存在，这是在解构、颠覆凡夫最典型的见解，就是认为事物所谓存在的背后有常一不变性、独立存在性，比如说“人我”和轮回的主体。",,1,/Users/apple/study/buddhism/output/quizzes.csv
